from_id;to_id;walk_t;walk_d;bike_s_t;bike_f_t;bike_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d;car_sl_t
5785640;5879922;311;21747;80;51;19572;117;103;23638;134;103;22452;37;23494;33;23669;24
5785641;5879922;273;19131;77;49;16968;126;106;23843;140;101;22658;34;23705;30;23880;21
5785642;5879922;274;19210;77;49;16968;129;108;23961;140;103;22776;34;18181;30;18107;21
5785643;5879922;279;19503;86;54;19028;137;112;24254;140;107;23069;34;25131;30;25134;22
5787544;5879922;304;21258;78;49;19033;116;96;23148;122;96;23148;36;23069;32;23243;23
5787545;5879922;305;21327;78;49;19033;116;97;23217;122;97;23217;36;23355;32;23529;23
5787546;5879922;308;21553;78;49;19033;117;101;23443;134;101;22258;33;17207;30;17133;21
5787547;5879922;272;19017;77;49;16968;133;113;24342;137;108;23157;33;17598;30;17524;21
5787548;5879922;268;18792;77;49;16968;130;110;24070;134;105;22884;34;17719;30;17645;21
5787549;5879922;270;18926;77;49;16968;133;114;24362;134;109;23177;34;17962;30;17889;22
5787550;5879922;303;21206;86;54;19028;153;118;34158;132;89;26850;34;24929;30;24933;22
5789447;5879922;264;18491;66;42;16271;70;48;20484;86;57;20381;32;20879;29;21053;20
5789448;5879922;264;18488;66;42;16268;70;48;20505;86;57;20402;32;21244;29;21418;20
5789449;5879922;265;18548;66;42;16404;70;49;20565;86;58;20462;33;21670;30;21844;21
5789450;5879922;307;21494;66;42;16404;117;100;23384;134;100;22199;33;21988;30;22162;21
5789451;5879922;308;21532;78;49;19033;117;100;23423;134;100;22237;36;23316;32;23490;23
5789452;5879922;264;18453;78;49;19033;130;110;21816;129;103;21757;33;17106;29;17032;21
5789453;5879922;264;18489;77;49;16968;130;110;21853;129;103;21793;33;17283;30;17209;21
5789454;5879922;265;18576;77;49;16968;130;112;21940;130;109;25172;33;17547;29;17473;21
5789455;5879922;268;18753;86;54;19061;134;112;21236;134;107;20051;34;17768;30;17694;22
5789456;5879922;301;21045;86;54;19061;146;116;33998;132;87;26690;40;24840;36;24843;27
5791353;5879922;269;18851;70;44;17321;74;53;20844;92;62;20741;31;20469;28;20644;20
5791354;5879922;266;18618;65;41;16113;70;50;20612;92;59;20509;33;21060;29;21235;21
5791355;5879922;259;18142;65;41;16026;66;45;20273;86;54;20170;33;21241;29;21415;20
5791356;5879922;260;18203;65;41;15974;70;50;20621;92;59;20518;34;21866;30;22041;21
5791357;5879922;261;18291;66;42;16404;74;53;20689;92;62;20586;33;21980;30;22154;21
5791358;5879922;262;18342;66;42;16404;126;108;21705;126;101;21646;33;16601;30;16527;21
5791359;5879922;259;18144;66;42;16404;118;103;22633;119;103;21448;33;16924;29;16850;21
5791360;5879922;260;18198;77;49;16968;122;104;22688;122;104;21502;33;17292;29;17218;21
5791361;5879922;265;18552;86;54;19061;130;111;21915;129;104;21856;33;17646;29;17572;21
5791362;5879922;269;18863;86;54;19061;134;114;21346;134;109;20161;34;17954;30;17880;22
5791363;5879922;301;21040;86;54;19061;146;116;33993;132;87;26685;40;24735;36;24739;27
5793258;5879922;275;19237;68;43;17071;86;59;21230;98;68;21127;34;21733;30;21908;21
5793259;5879922;271;18936;68;43;17014;78;54;20930;92;63;20827;33;21574;29;21748;21
5793260;5879922;271;18971;67;42;16601;78;55;20964;92;64;20861;33;21537;29;21712;21
5793261;5879922;257;18014;64;41;15761;70;49;20409;86;58;20306;33;21318;30;21493;21
5793262;5879922;256;17910;64;41;15803;70;49;20407;86;58;20304;34;21743;30;21917;21
5793263;5879922;257;17958;64;41;15803;78;53;19990;92;62;19887;34;22849;30;23023;21
5793264;5879922;256;17889;63;40;15515;118;100;22378;118;100;19187;32;16545;29;16471;20
5793265;5879922;256;17929;63;40;15453;118;100;22418;119;100;19227;32;16877;29;16803;20
5793266;5879922;256;17938;68;43;15498;118;100;22427;119;100;19236;33;17074;29;17000;21
5793267;5879922;267;18713;68;43;15498;133;112;21196;134;107;20011;33;17869;29;17795;21
5793268;5879922;273;19110;86;54;19061;141;117;23599;140;112;20408;34;18096;30;18022;22
5793269;5879922;303;21208;83;53;18581;158;125;34674;132;97;27366;39;16908;35;16834;27
5793270;5879922;300;21027;83;53;18581;153;123;34493;132;94;27186;39;24844;35;24938;27
5795164;5879922;276;19312;68;43;17014;86;60;21305;98;69;21202;33;21857;30;22032;21
5795165;5879922;277;19393;68;43;17014;86;61;21386;98;70;21283;33;23634;30;23808;21
5795166;5879922;276;19323;63;40;15491;86;60;21316;98;69;21213;34;23483;30;23657;21
5795167;5879922;253;17689;64;41;15728;70;49;19708;92;58;19605;33;21869;29;22043;21
5795168;5879922;253;17690;63;40;15515;70;49;19708;92;58;19605;34;22431;30;22605;21
5795169;5879922;254;17770;63;40;15515;70;51;19803;92;60;19700;34;22653;30;22827;21
5795170;5879922;252;17619;63;40;15453;118;98;20982;114;96;20102;33;16283;30;16209;21
