from_id;to_id;walk_t;walk_d;bike_s_t;bike_f_t;bike_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d;car_sl_t
5785640;5879966;427;29901;118;75;29642;187;165;48437;216;185;40359;63;36432;56;36447;38
5785641;5879966;407;28470;124;78;28973;196;168;48642;220;173;38390;59;36643;53;36658;35
5785642;5879966;408;28549;124;78;28973;201;170;48760;220;175;38508;59;31126;53;31141;35
5785643;5879966;412;28842;104;66;24866;207;174;49053;220;179;38800;59;31465;53;31465;36
5787544;5879966;420;29412;115;73;29103;185;158;47947;199;152;41905;62;36007;56;36021;37
5787545;5879966;421;29481;115;73;29103;185;159;48016;199;153;41974;62;36293;56;36308;37
5787546;5879966;424;29706;115;73;29103;187;162;48242;216;182;40164;59;30152;53;30167;35
5787547;5879966;405;28356;124;78;28973;207;175;49141;217;181;38889;59;30543;53;30558;35
5787548;5879966;402;28130;124;78;28973;202;171;48869;215;177;38616;59;30665;53;30679;35
5787549;5879966;404;28265;124;78;28973;207;175;49161;215;181;38908;59;30908;53;30923;36
5787550;5879966;364;25451;104;66;24866;216;176;37853;216;173;35974;59;31264;53;31264;36
5789447;5879966;398;27830;113;71;28276;140;119;45180;147;113;39138;60;33817;53;33832;34
5789448;5879966;398;27827;113;71;28273;140;119;45201;147;113;39158;60;34182;53;34196;34
5789449;5879966;398;27888;113;71;28409;140;120;45261;147;114;39219;60;34608;54;34622;35
5789450;5879966;424;29648;113;71;28409;187;162;48184;216;182;40106;60;34926;54;34941;35
5789451;5879966;424;29686;115;73;29103;187;162;48222;216;182;40144;62;36254;56;36268;37
5789452;5879966;397;27792;115;73;29103;202;170;45736;204;171;40154;58;30051;52;30066;35
5789453;5879966;398;27828;124;78;28973;202;170;45772;204;172;40190;59;30228;53;30243;35
5789454;5879966;399;27915;124;78;28973;202;171;45859;208;173;40278;59;30492;53;30507;35
5789455;5879966;401;28092;104;66;24899;209;174;46035;215;179;35782;59;30713;53;30728;36
5789456;5879966;361;25290;104;66;24899;209;174;37692;216;171;35813;56;31174;50;31174;37
5791353;5879966;403;28190;117;74;29326;142;124;45540;156;118;39498;60;33407;52;33422;34
5791354;5879966;399;27958;112;71;28118;140;120;45308;156;114;39266;60;33998;53;34013;35
5791355;5879966;393;27480;112;71;28031;139;116;44969;147;110;38927;59;34179;53;34194;34
5791356;5879966;393;27542;112;71;27979;140;121;45317;156;115;39275;59;34804;53;34819;35
5791357;5879966;395;27630;113;71;28409;142;123;45385;156;117;39343;60;34918;54;34933;35
5791358;5879966;395;27681;113;71;28409;198;168;45624;201;170;40043;60;29546;54;29561;35
5791359;5879966;393;27483;113;71;28409;191;165;45427;193;167;39845;58;29869;52;29884;35
5791360;5879966;393;27537;124;78;28973;194;166;45481;195;168;39900;58;30237;52;30252;35
5791361;5879966;398;27891;104;66;24899;202;171;45834;204;173;40253;58;30591;52;30606;35
