from_id;to_id;walk_t;walk_d;bike_s_t;bike_f_t;bike_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d;car_sl_t
5785640;5925874;475;33264;135;85;31913;152;142;47332;172;141;42535;61;36960;54;36960;34
5785641;5925874;446;31189;131;83;29308;162;145;47538;180;144;42740;59;37171;51;37171;32
5785642;5925874;447;31269;131;83;29308;165;146;47656;180;145;42858;59;36572;51;34796;32
5785643;5925874;451;31562;125;79;28737;173;150;47949;180;150;43151;60;38455;52;38666;32
5787544;5925874;468;32775;132;83;31373;151;135;46843;160;134;42045;61;36534;53;36534;34
5787545;5925874;469;32844;132;83;31373;151;136;46912;160;135;42114;61;36821;53;36821;34
5787546;5925874;472;33070;132;83;31373;152;139;47138;172;138;42340;59;35598;51;33822;32
5787547;5925874;444;31075;131;83;29308;169;152;48037;178;151;43239;59;35990;51;34213;32
5787548;5925874;441;30850;131;83;29308;166;148;47764;175;147;42967;59;36111;51;34335;32
5787549;5925874;443;30984;131;83;29308;169;152;48057;176;151;43259;60;36354;52;34578;32
5787550;5925874;412;28814;125;79;28737;178;137;40269;177;135;46437;60;38254;52;38465;32
5789447;5925874;436;30549;120;76;28611;110;90;35118;124;95;39278;57;34344;50;34345;31
5789448;5925874;436;30546;120;76;28608;110;91;35138;124;96;39299;57;34709;50;34710;31
5789449;5925874;437;30607;120;76;28744;110;91;35199;124;96;39359;58;35135;51;35135;31
5789450;5925874;472;33011;120;76;28744;152;138;47079;172;137;42282;58;35454;51;35454;31
5789451;5925874;472;33049;132;83;31373;152;138;47117;172;138;42320;61;36781;53;36781;34
5789452;5925874;436;30512;132;83;31373;167;146;44631;169;145;39834;58;35498;51;33722;32
5789453;5925874;436;30548;131;83;29308;167;147;44668;169;146;39870;59;35675;51;33898;32
5789454;5925874;438;30635;131;83;29308;167;148;44754;171;155;48788;59;35938;51;34162;32
5789455;5925874;440;30811;125;79;28770;170;150;44931;175;149;40133;60;36159;52;34383;32
5789456;5925874;409;28653;125;79;28770;171;134;40108;178;132;46276;61;38164;53;38375;36
5791353;5925874;442;30909;124;79;29661;113;95;35478;130;100;39638;56;33935;49;33935;30
5791354;5925874;438;30677;119;75;28454;110;92;35245;130;97;39406;57;34526;51;34526;31
5791355;5925874;431;30200;119;75;28366;105;87;34906;124;92;39067;57;34707;50;34707;31
5791356;5925874;432;30262;119;75;28314;110;92;35254;130;97;39415;58;35332;51;35332;32
5791357;5925874;434;30349;120;76;28744;113;95;35323;130;100;39483;58;35446;51;35446;32
5791358;5925874;434;30400;120;76;28744;165;144;44520;167;144;39722;58;34992;51;33216;32
5791359;5925874;431;30203;120;76;28744;156;142;44322;157;141;39525;58;35315;51;33539;32
5791360;5925874;432;30257;131;83;29308;160;142;44377;161;142;39579;58;35684;51;33907;32
5791361;5925874;437;30610;125;79;28770;167;147;44730;169;147;39932;58;36038;51;34262;32
5791362;5925874;442;30921;125;79;28770;171;152;45041;176;151;40244;59;36346;51;34570;32
5791363;5925874;409;28648;125;79;28770;171;134;40103;178;132;46271;61;38060;53;38271;36
5793258;5925874;447;31295;122;77;29411;122;101;35864;136;106;40024;58;35199;51;35199;32
5793259;5925874;443;30995;122;77;29355;116;97;35563;130;102;39724;57;35039;51;35039;32
5793260;5925874;443;31029;121;76;28941;116;97;35598;130;102;39758;57;35003;51;35003;31
