from_id;to_id;walk_t;walk_d;bike_s_t;bike_f_t;bike_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d;car_sl_t
5785640;5925786;383;26804;109;69;26762;145;120;31434;162;131;31434;48;29529;42;29529;28
5785641;5925786;364;25498;112;71;25745;150;123;31640;170;134;31640;50;29740;44;29740;28
5785642;5925786;365;25578;112;71;25745;157;124;31757;170;135;31757;50;29567;44;27790;28
5785643;5925786;370;25871;121;77;27805;170;128;32050;170;139;32050;50;32123;44;30347;29
5787544;5925786;376;26315;106;67;26223;145;113;30944;149;123;30944;47;29103;41;29103;28
5787545;5925786;377;26384;106;67;26223;145;114;31013;149;124;31013;47;29390;41;29390;28
5787546;5925786;380;26610;106;67;26223;145;117;31239;162;128;31239;50;28593;44;26816;28
5787547;5925786;363;25384;112;71;25745;163;130;32138;170;141;32138;50;28984;44;27207;28
5787548;5925786;359;25159;112;71;25745;157;126;31866;168;137;31866;50;29105;44;27329;28
5787549;5925786;361;25293;112;71;25745;163;130;32158;170;141;32158;50;29348;44;27572;29
5787550;5925786;398;27876;121;77;27805;194;160;54938;184;141;39244;50;31922;44;30146;29
5789447;5925786;343;24040;96;61;24124;109;73;28178;113;83;28178;43;26913;38;26913;25
5789448;5925786;347;24321;96;61;24127;109;73;28198;113;83;28198;43;27278;38;27278;25
5789449;5925786;352;24669;98;62;24817;109;74;28258;113;84;28258;44;27704;39;27704;25
5789450;5925786;379;26551;98;62;24817;145;116;31181;162;127;31181;44;28023;39;28023;25
5789451;5925786;380;26590;106;67;26223;145;117;31219;162;128;31219;47;29350;41;29350;28
5789452;5925786;355;24821;106;67;26223;157;124;28733;162;135;28733;49;28492;43;26716;28
5789453;5925786;355;24857;112;71;25745;157;125;28769;162;136;28769;50;28669;44;26892;28
5789454;5925786;356;24944;112;71;25745;157;126;28856;164;141;32148;49;28933;44;27156;28
