from_id;to_id;walk_t;walk_d;bike_s_t;bike_f_t;bike_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d;car_sl_t
5785640;5933049;416;29134;112;71;29129;153;131;33746;174;144;33746;49;32183;43;31999;29
5785641;5933049;398;27828;120;76;28111;161;133;33952;182;146;33952;51;32394;44;32210;29
5785642;5933049;399;27907;120;76;28111;165;135;34070;182;148;34070;51;32221;44;30261;29
5785643;5933049;403;28200;129;81;30171;175;139;34363;182;152;34363;51;34777;45;32817;29
5787544;5933049;409;28644;109;69;28590;151;124;33257;162;134;33257;48;31757;42;31574;28
5787545;5933049;410;28713;109;69;28590;151;125;33326;162;135;33326;48;32044;42;31860;28
5787546;5933049;413;28939;109;69;28590;153;128;33552;174;141;33552;51;31247;44;29287;28
5787547;5933049;396;27714;120;76;28111;171;141;34451;182;154;34451;51;31638;44;29678;28
5787548;5933049;393;27488;120;76;28111;167;137;34178;179;150;34178;51;31759;44;29799;28
5787549;5933049;395;27622;120;76;28111;171;141;34471;181;154;34471;51;32003;45;30042;29
5787550;5933049;431;30205;129;81;30171;197;160;60631;183;140;40940;51;34576;45;32616;29
5789447;5933049;377;26370;100;63;26491;112;84;30490;124;94;30490;44;29568;38;29384;25
5789448;5933049;381;26650;100;63;26494;112;84;30510;124;94;30510;44;29933;38;29749;25
5789449;5933049;386;26998;102;64;27184;112;85;30571;124;95;30571;45;30358;39;30175;26
5789450;5933049;413;28880;102;64;27184;153;127;33493;174;140;33493;45;30677;39;30493;26
5789451;5933049;413;28919;109;69;28590;153;127;33531;174;140;33531;48;32004;42;31821;28
5789452;5933049;388;27150;109;69;28590;167;135;31045;173;148;31045;50;31146;44;29186;28
5789453;5933049;388;27186;120;76;28111;167;135;31082;173;148;31082;51;31323;44;29363;28
5789454;5933049;390;27273;120;76;28111;167;137;31168;174;154;34460;51;31587;44;29627;28
5789455;5933049;392;27449;129;82;30204;173;139;31345;179;152;31345;51;31808;45;29847;29
5789456;5933049;429;30044;129;82;30204;191;158;60470;183;138;40779;57;34486;51;32526;35
5791353;5933049;385;26915;98;62;26053;114;89;30850;130;99;30850;43;29158;38;28974;25
5791354;5933049;381;26683;101;64;26823;112;86;30618;130;96;30618;45;29749;39;29565;26
5791355;5933049;382;26712;100;64;26736;103;81;30279;124;91;30279;45;29930;39;29746;25
5791356;5933049;384;26900;102;65;27118;112;86;30627;130;96;30627;45;30555;39;30371;26
5791357;5933049;386;26987;102;64;27184;114;89;30695;130;99;30695;45;30669;39;30485;26
5791358;5933049;386;27038;102;64;27184;162;133;30934;170;146;30934;45;30641;39;28680;26
5791359;5933049;383;26841;102;64;27184;156;131;30736;161;144;30736;50;30964;44;29004;28
5791360;5933049;384;26895;120;76;28111;159;131;30791;165;144;30791;50;31332;44;29372;28
5791361;5933049;389;27248;129;82;30204;167;136;31144;173;149;31144;50;31686;44;29726;28
5791362;5933049;394;27560;129;82;30204;173;141;31455;181;154;31455;51;31995;44;30034;29
5791363;5933049;429;30039;129;82;30204;191;158;60465;183;138;40774;57;34382;51;32422;35
