from_id;to_id;walk_t;walk_d;bike_s_t;bike_f_t;bike_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d;car_sl_t
5785640;5963624;429;30042;132;84;30150;151;134;35642;175;144;35642;53;33869;48;33869;31
5785641;5963624;405;28361;131;83;28764;159;137;35848;181;142;35848;56;34080;50;34080;31
5785642;5963624;406;28440;131;83;28764;162;139;35966;181;144;35966;56;33481;50;31705;31
5785643;5963624;410;28733;140;89;30824;173;143;36259;181;148;36259;56;36038;50;34262;31
5787544;5963624;422;29553;129;82;29611;149;127;35153;163;137;35153;53;33443;47;33443;30
5787545;5963624;423;29622;129;82;29611;149;128;35222;163;138;35222;53;33730;47;33730;30
5787546;5963624;426;29848;129;82;29611;151;131;35448;175;141;35448;55;32508;50;30731;31
5787547;5963624;404;28247;131;83;28764;167;144;36347;180;149;36347;55;32899;50;31122;31
5787548;5963624;400;28022;131;83;28764;164;140;36075;177;145;36075;56;33020;50;31244;31
5787549;5963624;402;28156;131;83;28764;167;144;36367;179;149;36367;56;33263;50;31487;31
5787550;5963624;439;30738;140;89;30824;184;146;54808;185;142;49293;56;35837;50;34060;31
5789447;5963624;390;27278;120;76;27512;112;87;32386;127;97;32386;49;31254;44;31254;27
5789448;5963624;394;27559;120;76;27515;112;88;32407;127;98;32407;49;31618;44;31618;27
5789449;5963624;397;27778;120;76;28200;112;89;32467;127;99;32467;50;32044;45;32044;28
5789450;5963624;426;29789;120;76;28200;151;130;35389;175;140;35389;50;32363;45;32363;28
5789451;5963624;426;29827;129;82;29611;151;131;35428;175;141;35428;53;33690;47;33690;30
5789452;5963624;395;27683;129;82;29611;164;138;32942;169;145;36975;55;32407;49;30630;30
5789453;5963624;396;27719;131;83;28764;164;139;32978;169;146;37012;55;32584;50;30807;31
5789454;5963624;397;27806;131;83;28764;164;140;33065;172;147;37098;55;32848;50;31071;31
5789455;5963624;400;27982;140;89;30857;169;143;33241;177;148;33241;56;33068;50;31292;31
5789456;5963624;437;30577;140;89;30857;178;144;54647;186;140;49132;62;35747;56;33971;37
5791353;5963624;397;27824;118;75;27074;114;93;32746;133;103;32746;48;30844;43;30844;27
5791354;5963624;394;27592;119;76;27844;112;89;32514;133;99;32514;50;31435;45;31435;28
5791355;5963624;391;27371;119;75;27757;105;84;32175;127;94;32175;49;31616;44;31616;27
5791356;5963624;392;27433;119;75;27770;112;89;32523;133;99;32523;50;32241;45;32241;28
5791357;5963624;393;27521;120;76;28200;114;92;32591;133;102;32591;50;32355;45;32355;28
5791358;5963624;394;27572;120;76;28200;160;137;32830;167;144;36864;50;31901;45;30125;28
5791359;5963624;391;27374;120;76;28200;154;134;32633;158;141;36666;55;32225;49;30448;30
5791360;5963624;392;27428;131;83;28764;157;135;32687;161;142;36721;55;32593;49;30816;30
5791361;5963624;397;27782;140;89;30857;164;140;33040;169;147;37074;55;32947;49;31171;30
5791362;5963624;401;28093;140;89;30857;169;144;33351;179;149;33351;56;33255;50;31479;31
5791363;5963624;437;30572;140;89;30857;178;144;54642;186;140;49128;62;35643;56;33866;37
5793258;5963624;403;28210;122;77;28318;123;98;33132;139;108;33132;50;32108;45;32108;28
5793259;5963624;399;27910;122;77;28262;117;94;32832;133;104;32832;50;31948;45;31948;28
5793260;5963624;399;27944;121;77;27848;117;94;32866;133;104;32866;50;31912;45;31912;28
5793261;5963624;389;27244;118;75;27557;112;88;32311;127;98;32311;50;31693;45;31693;28
5793262;5963624;388;27140;119;75;27599;112;88;32309;127;98;32309;50;32118;45;32118;28
5793263;5963624;388;27188;119;75;27599;119;93;31892;133;103;31892;50;33224;45;33224;28
5793264;5963624;387;27119;118;74;27311;154;130;32377;154;137;36411;54;31845;49;30069;30
5793265;5963624;388;27159;117;74;27249;154;131;32418;156;138;36451;54;32178;49;30402;30
5793266;5963624;388;27168;123;78;27294;154;131;32427;156;138;36460;55;32375;49;30599;30
5793267;5963624;399;27943;123;78;27294;167;142;33201;175;147;33201;55;33170;49;31394;30
5793268;5963624;405;28340;140;89;30857;178;158;31432;181;153;33599;56;33396;50;31620;31
5793269;5963624;435;30438;137;87;30376;191;154;55324;185;149;49809;61;32209;55;30432;36
5793270;5963624;432;30257;137;87;30376;186;151;55143;185;147;49628;61;35097;55;33321;36
5795164;5963624;404;28285;122;77;28262;124;99;33207;139;109;33207;50;32232;45;32232;28
5795165;5963624;405;28366;122;77;28262;126;100;33288;139;110;33288;50;34009;45;34009;28
5795166;5963624;404;28296;118;75;27286;124;99;33218;139;109;33218;53;33858;48;33858;30
5795167;5963624;385;26919;118;75;27523;112;89;31610;133;99;31610;50;32244;45;32244;28
5795168;5963624;385;26920;118;74;27311;112;89;31610;133;99;31610;52;32805;46;32805;29
5795169;5963624;386;27000;118;74;27311;112;90;31705;133;100;31705;52;33028;46;33028;29
5795170;5963624;384;26849;117;74;27249;154;127;32108;152;133;36141;51;31584;46;29808;29
5795171;5963624;382;26768;117;74;27151;154;125;32026;152;132;36060;54;31885;49;30109;30
5795172;5963624;387;27102;123;78;27294;154;130;32361;154;137;36395;55;32328;49;30551;30
5795173;5963624;390;27331;123;78;27294;154;133;32589;156;140;36623;55;32419;49;30642;30
5795174;5963624;388;27140;123;78;27294;154;131;32399;154;138;36433;55;32052;49;30276;31
5795175;5963624;387;27078;123;78;27294;154;130;32336;154;137;36370;55;32189;49;30413;31
5795176;5963624;433;30294;120;76;27104;186;152;55179;185;147;49665;55;31713;50;29937;31
5797069;5963624;376;26314;116;73;26382;140;102;30916;142;128;33610;-1;-1;-1;-1;-1
5797070;5963624;407;28483;116;73;26382;126;102;33405;139;112;33405;51;32511;46;32511;29
5797071;5963624;409;28600;118;75;27286;126;104;33522;139;114;33522;53;33911;48;33911;30
5797072;5963624;386;27010;118;75;27286;112;90;31701;133;100;31701;53;33627;47;33627;30
5797073;5963624;382;26725;118;75;27286;112;86;31416;127;96;31416;51;33712;46;33712;29
5797074;5963624;380;26607;117;74;27041;105;85;31312;127;95;31312;51;32576;46;32576;29
5797075;5963624;383;26816;117;74;27249;112;88;31520;127;98;31520;51;32909;46;32909;29
5797076;5963624;379;26532;117;74;27151;149;122;31791;151;129;35824;52;31531;47;29755;30
5797077;5963624;381;26659;117;74;27151;149;124;31917;151;131;35951;54;31964;49;30187;30
5797078;5963624;386;26992;123;78;27294;154;129;32251;152;135;36285;55;32501;49;30724;30
5797079;5963624;384;26900;123;78;27294;154;127;32158;152;134;36192;55;32337;49;30561;30
5797080;5963624;385;26944;123;78;27294;154;128;32203;152;135;36236;55;31548;49;29772;31
5797081;5963624;385;26930;123;78;27294;154;128;32189;152;135;36223;55;32168;49;30392;31
5797082;5963624;382;26724;120;76;27104;161;143;31628;163;145;49528;55;31700;50;29923;31
5798974;5963624;356;24942;111;70;24951;126;82;29544;124;108;32237;43;28654;40;28654;24
5798975;5963624;412;28844;125;79;28955;130;107;33766;151;117;33766;51;32858;46;32858;29
