from_id;to_id;walk_t;walk_d;bike_s_t;bike_f_t;bike_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d;car_sl_t
5785640;5963600;472;33075;141;89;33426;178;165;41156;195;164;51140;62;39060;54;39060;36
5785641;5963600;454;31769;146;93;32408;186;168;41362;201;159;45497;64;39271;56;39271;36
5785642;5963600;455;31848;146;93;32408;190;169;41480;201;161;45615;64;39098;56;37321;36
5785643;5963600;459;32141;155;98;34468;199;173;41773;201;165;45908;64;41654;56;39878;36
5787544;5963600;466;32585;138;87;32886;177;158;40667;185;157;50651;61;38634;53;38634;35
5787545;5963600;466;32654;138;87;32886;177;159;40736;185;158;50720;61;38921;53;38921;35
5787546;5963600;470;32880;138;87;32886;178;162;40962;195;162;50946;64;38124;55;36347;36
5787547;5963600;452;31655;146;93;32408;194;175;41861;200;166;45996;64;38515;55;36739;36
5787548;5963600;449;31429;146;93;32408;191;171;41589;197;163;45724;64;38636;55;36860;36
5787549;5963600;451;31564;146;93;32408;194;175;41881;199;167;46016;64;38880;56;37103;36
5787550;5963600;488;34146;155;98;34468;207;165;62438;201;158;46064;64;41453;56;39677;36
5789447;5963600;433;30311;128;81;30788;135;118;41280;154;118;47884;57;36445;49;36445;32
5789448;5963600;437;30591;128;81;30791;135;118;41300;154;118;47904;57;36809;49;36809;32
5789449;5963600;442;30939;130;83;31481;135;119;41361;154;119;47965;58;37235;50;37235;33
5789450;5963600;469;32822;130;83;31481;178;161;40903;195;161;50887;58;37554;50;37554;33
5789451;5963600;469;32860;138;87;32886;178;162;40942;195;161;50925;61;38881;53;38881;35
5789452;5963600;444;31091;138;87;32886;191;169;38455;192;161;42590;63;38023;55;36247;36
5789453;5963600;445;31127;146;93;32408;191;170;38492;192;161;42627;64;38200;55;36424;36
5789454;5963600;446;31214;146;93;32408;191;171;38579;193;167;46006;63;38464;55;36687;36
5789455;5963600;448;31390;155;98;34501;195;173;38755;197;165;42890;64;38685;56;36908;36
5789456;5963600;486;33985;155;98;34501;200;162;62278;203;156;45903;70;41363;62;39587;42
5791353;5963600;441;30857;127;80;30349;138;123;41639;159;123;48244;56;36035;49;36035;32
5791354;5963600;437;30625;130;82;31120;135;120;41407;159;120;48012;58;36626;50;36626;33
5791355;5963600;438;30654;129;82;31033;127;107;35531;154;115;47673;57;36807;50;36807;33
5791356;5963600;441;30841;131;83;31414;135;120;41416;159;120;48020;58;37432;51;37432;33
5791357;5963600;442;30929;130;83;31481;138;123;41485;159;123;48089;58;37546;50;37546;33
5791358;5963600;443;30980;130;83;31481;187;167;38344;189;159;42479;58;37518;50;35741;33
5791359;5963600;440;30782;130;83;31481;180;165;38146;183;164;48130;63;37841;55;36064;36
5791360;5963600;441;30836;146;93;32408;184;165;38201;185;157;42336;63;38209;55;36432;36
5791361;5963600;446;31190;155;98;34501;191;170;38554;192;162;42689;63;38563;55;36787;36
5791362;5963600;450;31501;155;98;34501;195;175;38865;199;167;43000;64;38871;56;37095;36
5791363;5963600;485;33980;155;98;34501;200;162;62273;203;156;45898;70;41259;62;39483;42
5793258;5963600;446;31243;131;83;31594;148;129;42025;164;129;48630;58;37299;51;37299;34
5793259;5963600;442;30942;130;83;31538;142;124;41725;159;124;48329;58;37139;50;37139;33
5793260;5963600;443;30977;129;82;31124;142;125;41760;159;125;48364;58;37103;50;37103;33
5793261;5963600;438;30652;130;82;31201;135;119;41204;154;119;47808;58;36884;50;36884;33
5793262;5963600;436;30548;130;83;31243;135;119;41202;154;119;47806;58;37309;51;37309;33
5793263;5963600;437;30595;130;83;31243;143;124;40785;159;123;47389;58;38415;51;38415;33
5793264;5963600;436;30526;133;84;30955;180;161;37891;180;161;47875;63;37462;54;35685;35
