from_id;to_id;walk_t;walk_d;bike_s_t;bike_f_t;bike_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d;car_sl_t
5785640;5963602;469;32845;138;87;32895;184;171;41588;200;169;51469;66;39624;57;39624;38
5785641;5963602;451;31539;143;90;31877;192;174;41794;205;164;45826;68;39835;59;39835;38
5785642;5963602;452;31618;143;90;31877;195;175;41912;205;166;45944;68;39662;59;37885;38
5785643;5963602;456;31911;152;96;33937;205;180;42205;205;170;46237;69;42218;59;40442;38
5787544;5963602;462;32355;135;85;32356;183;164;41099;190;162;50980;65;39199;57;39199;37
5787545;5963602;463;32424;135;85;32356;183;165;41168;190;163;51049;65;39485;57;39485;37
5787546;5963602;466;32650;135;85;32356;184;168;41394;200;166;51275;68;38688;59;36912;38
5787547;5963602;449;31424;143;90;31877;200;181;42293;204;171;46325;68;39079;59;37303;38
5787548;5963602;446;31199;143;90;31877;197;177;42020;202;167;46053;68;39201;59;37424;38
5787549;5963602;448;31333;143;90;31877;200;181;42313;204;171;46345;69;39444;59;37667;38
5787550;5963602;485;33916;152;96;33937;212;169;62768;206;163;46393;69;42017;59;40241;38
5789447;5963602;430;30081;125;79;30257;142;124;41711;158;123;48213;61;37009;53;37009;34
5789448;5963602;434;30361;125;79;30260;142;125;41732;158;123;48234;62;37374;53;37374;34
5789449;5963602;439;30709;128;81;30950;142;125;41792;158;124;48294;63;37799;54;37799;35
5789450;5963602;466;32592;128;81;30950;184;167;41335;200;166;51216;63;38118;54;38118;35
5789451;5963602;466;32630;135;85;32356;184;168;41373;200;166;51254;65;39446;57;39446;37
5789452;5963602;441;30861;135;85;32356;197;175;38887;197;166;42920;68;38587;58;36811;37
5789453;5963602;441;30897;143;90;31877;197;176;38924;197;166;42956;68;38764;59;36988;38
5789454;5963602;443;30984;143;90;31877;197;177;39010;198;171;46335;68;39028;59;37252;37
5789455;5963602;445;31160;152;96;33970;201;179;39187;202;170;43219;69;39249;59;37472;38
5789456;5963602;482;33755;152;96;33970;205;167;62607;208;161;46232;75;41927;65;40151;44
5791353;5963602;438;30626;124;78;29819;145;129;42071;164;128;48573;61;36599;52;36599;34
5791354;5963602;434;30394;127;80;30589;142;126;41839;164;124;48341;62;37190;54;37190;35
5791355;5963602;435;30424;126;80;30502;133;112;35860;158;120;48002;62;37371;53;37371;34
5791356;5963602;437;30611;128;81;30884;142;126;41848;164;125;48350;63;37996;54;37996;35
5791357;5963602;439;30698;128;81;30950;145;129;41916;164;127;48418;63;38110;54;38110;35
5791358;5963602;439;30749;128;81;30950;193;174;38776;194;164;42808;63;38082;54;36305;35
5791359;5963602;436;30552;128;81;30950;187;171;38578;187;169;48460;68;38405;58;36629;37
5791360;5963602;437;30606;143;90;31877;190;172;38632;190;162;42665;68;38773;58;36997;37
5791361;5963602;442;30959;152;96;33970;197;177;38986;197;167;43018;68;39127;58;37351;37
5791362;5963602;447;31270;152;96;33970;201;181;39297;204;171;43330;68;39436;59;37659;38
5791363;5963602;482;33750;152;96;33970;205;167;62602;208;161;46227;75;41823;65;40047;44
5793258;5963602;443;31012;128;81;31063;154;135;42457;169;133;48959;63;37863;54;37863;35
5793259;5963602;439;30712;127;81;31007;148;131;42157;164;129;48659;62;37704;54;37704;35
5793260;5963602;439;30747;126;80;30593;148;131;42191;164;129;48693;62;37667;54;37667;35
5793261;5963602;435;30422;127;80;30671;142;125;41636;158;123;48138;62;37448;54;37448;35
5793262;5963602;433;30318;127;81;30713;142;125;41634;158;123;48136;63;37873;54;37873;35
5793263;5963602;434;30365;127;81;30713;149;130;41217;164;128;47718;63;38979;54;38979;35
5793264;5963602;433;30296;129;82;30424;187;167;38323;184;165;48204;67;38026;58;36249;37
5793265;5963602;433;30337;129;82;30363;187;168;38363;185;166;48244;67;38358;58;36582;37
5793266;5963602;434;30346;134;85;30407;187;168;38372;185;166;48254;67;38556;58;36779;37
5793267;5963602;445;31120;134;85;30407;200;179;39147;200;169;43179;67;39351;58;37574;37
5793268;5963602;450;31518;152;96;33970;209;188;48984;205;175;43577;68;39577;59;37800;38
5793269;5963602;480;33616;149;94;33490;219;177;63283;206;170;46909;74;38389;64;36613;43
5793270;5963602;478;33435;149;94;33490;213;174;63103;206;168;46728;74;41278;64;39501;43
