from_id;to_id;walk_t;walk_d;bike_s_t;bike_f_t;bike_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d;car_sl_t
5785640;5963660;444;31103;131;83;31335;139;121;35102;155;124;35290;59;32731;52;32768;32
5785641;5963660;407;28486;130;82;28730;146;124;35308;162;127;35496;60;32941;52;32979;32
5785642;5963660;408;28566;130;82;28730;150;126;35426;162;129;35614;60;32343;52;30604;32
5785643;5963660;412;28859;136;86;30790;161;130;35718;162;133;35907;60;35882;52;35710;32
5787544;5963660;437;30613;128;81;30795;137;114;34612;142;114;34801;59;32305;51;32342;31
5787545;5963660;438;30682;128;81;30795;137;115;34682;142;115;34870;59;32591;51;32629;31
5787546;5963660;442;30908;128;81;30795;139;119;34907;155;121;35096;59;31369;52;29630;32
5787547;5963660;405;28372;130;82;28730;155;132;35807;160;134;35995;59;31760;52;30021;32
5787548;5963660;402;28147;130;82;28730;152;128;35534;158;130;35722;59;31882;52;30143;32
5787549;5963660;404;28281;130;82;28730;155;132;35827;158;135;36015;60;32125;52;30386;32
5787550;5963660;441;30864;136;86;30790;158;120;46191;155;112;41456;60;35681;52;35509;32
5789447;5963660;398;27846;119;75;28033;92;74;33303;105;75;32034;55;30115;48;30152;28
5789448;5963660;398;27843;119;75;28030;92;74;33323;105;75;32054;55;30480;48;30517;28
5789449;5963660;399;27904;119;75;28166;92;75;33384;105;76;32115;56;30906;49;30943;29
5789450;5963660;441;30850;119;75;28166;139;118;34849;155;121;35037;56;31224;49;31262;29
5789451;5963660;441;30888;128;81;30795;139;118;34887;155;121;35075;59;32552;51;32589;31
5789452;5963660;397;27808;128;81;30795;152;126;32401;151;129;32589;59;31268;51;29529;31
5789453;5963660;398;27845;130;82;28730;152;126;32437;151;129;32626;59;31445;52;29706;32
5789454;5963660;399;27932;130;82;28730;152;128;32524;153;134;36558;59;31709;52;29970;32
5789455;5963660;402;28108;136;86;30823;157;130;32700;158;133;32889;60;31930;52;30191;32
5789456;5963660;439;30703;136;86;30823;152;118;46030;155;110;41295;62;35591;55;35419;36
5791353;5963660;403;28206;117;74;28339;95;79;33662;111;80;32394;54;29705;47;29743;28
5791354;5963660;400;27974;118;75;27876;92;75;33430;111;76;32162;56;30297;48;30334;29
5791355;5963660;393;27497;118;75;27788;88;71;33091;105;72;31823;55;30477;48;30515;29
5791356;5963660;394;27559;118;75;27737;92;76;33439;111;77;32170;56;31102;49;31140;29
5791357;5963660;395;27646;119;75;28166;95;78;33508;111;79;32239;56;31216;49;31254;29
5791358;5963660;396;27697;119;75;28166;148;124;32290;149;127;32478;56;30763;49;29024;29
5791359;5963660;393;27500;119;75;28166;142;121;32092;140;124;32280;59;31086;51;29347;31
5791360;5963660;394;27554;130;82;28730;145;122;32146;143;125;32334;59;31454;51;29715;31
5791361;5963660;399;27907;136;86;30823;152;127;32500;151;130;32688;59;31808;51;30069;31
5791362;5963660;403;28218;136;86;30823;157;132;32811;158;134;32999;60;32117;52;30378;32
5791363;5963660;439;30698;136;86;30823;152;118;46025;155;110;41290;62;35486;55;35315;36
5793258;5963660;408;28592;121;77;28833;105;84;34048;117;85;32780;56;30970;49;31007;30
5793259;5963660;404;28292;121;76;28777;98;80;33748;111;81;32479;55;30810;48;30847;29
5793260;5963660;405;28326;120;76;28363;98;81;33782;111;82;32514;56;30774;48;30811;29
5793261;5963660;391;27370;117;74;27523;92;74;33227;105;75;31958;56;30554;48;30592;29
5793262;5963660;390;27265;117;74;27565;92;74;33225;105;75;31956;56;30979;49;31017;29
5793263;5963660;390;27313;117;74;27565;100;79;32808;111;80;31539;56;32085;49;32123;29
5793264;5963660;389;27244;116;74;27277;142;118;31836;137;121;32025;58;30707;51;28968;31
5793265;5963660;390;27284;116;74;27215;142;118;31877;139;121;32065;58;31039;51;29301;31
5793266;5963660;390;27294;122;77;27260;142;119;31886;139;121;32074;59;31236;51;29498;31
5793267;5963660;401;28068;122;77;27260;155;130;32661;157;132;32849;59;32031;51;30293;31
5793268;5963660;407;28466;136;86;30823;166;146;33058;162;138;35252;60;32258;52;30519;32
5793269;5963660;437;30563;136;86;30343;166;128;46706;155;120;41971;62;31070;55;29331;37
5793270;5963660;434;30383;136;86;30343;160;125;46526;155;117;41791;62;35595;55;35514;37
5795164;5963660;410;28667;121;76;28777;107;85;34123;117;86;32855;56;31094;49;31131;30
5795165;5963660;411;28748;121;76;28777;108;87;34205;117;88;32936;56;32870;49;32907;30
5795166;5963660;410;28678;116;74;27253;107;86;34135;117;87;32866;59;32719;52;32757;31
5795167;5963660;386;27044;117;74;27490;92;75;32526;111;76;31257;56;31105;49;31142;29
5795168;5963660;386;27045;116;74;27277;92;75;32527;111;76;31258;57;31667;50;31704;30
5795169;5963660;388;27126;116;74;27277;92;76;32621;111;77;31352;57;31889;50;31927;30
5795170;5963660;385;26974;116;74;27215;142;114;31567;133;114;31755;57;30446;50;28707;30
5795171;5963660;384;26893;116;73;27118;142;113;31486;133;113;31674;58;30747;51;29008;31
5795172;5963660;389;27228;122;77;27260;142;118;31820;137;120;32008;59;31189;51;29450;31
5795173;5963660;392;27456;122;77;27260;142;121;32049;139;124;32237;59;31280;51;29541;31
5795174;5963660;390;27266;122;77;27260;142;118;31858;137;121;32047;59;30914;52;29175;32
5795175;5963660;389;27203;122;77;27260;142;117;31796;137;120;31984;59;31051;52;29312;32
5795176;5963660;435;30419;119;75;27071;160;126;46562;155;117;41827;59;30574;52;28835;32
5797069;5963660;395;27625;114;72;27647;128;88;28495;130;115;34832;-1;-1;-1;-1;-1
5797070;5963660;412;28865;114;72;27647;108;88;34322;117;89;33053;57;31372;50;31410;30
5797071;5963660;414;28982;116;74;27253;108;90;34438;117;91;33170;59;32772;52;32810;31
5797072;5963660;388;27136;116;74;27253;92;76;32617;111;77;31348;59;32489;51;32526;31
5797073;5963660;384;26851;116;74;27253;92;72;32332;105;73;31064;57;32573;49;32611;30
5797074;5963660;382;26733;115;73;27008;88;71;32228;105;72;30959;57;31438;49;31475;30
5797075;5963660;385;26941;116;74;27215;92;74;32436;105;75;31168;57;31770;50;31808;30
5797076;5963660;381;26657;116;73;27118;137;109;31250;130;109;31438;58;30393;51;28654;31
5797077;5963660;383;26784;116;73;27118;137;111;31377;131;111;31565;58;30825;51;29086;31
5797078;5963660;387;27118;122;77;27260;142;116;31710;133;116;31898;59;31362;51;29623;31
5797079;5963660;386;27025;122;77;27260;142;115;31617;133;114;31806;59;31199;51;29460;31
5797080;5963660;387;27070;122;77;27260;142;115;31662;133;115;31850;59;30410;52;28671;32
5797081;5963660;387;27056;122;77;27260;142;115;31648;133;115;31836;59;31030;52;29291;32
5797082;5963660;384;26849;119;75;27071;143;124;46426;146;116;41691;59;30561;52;28822;32
5798974;5963660;375;26252;110;70;26216;113;69;27122;114;100;30755;49;27516;43;27553;25
5798975;5963660;418;29226;123;78;29470;112;93;34682;130;94;33413;57;31719;50;31757;31
5798976;5963660;417;29220;123;78;29470;112;93;34676;130;94;33408;57;31607;50;31644;30
5798977;5963660;418;29227;116;74;27253;112;93;34683;130;94;33414;58;32812;51;32850;31
5798978;5963660;381;26666;114;72;26677;92;74;32156;105;75;30887;58;32283;51;32321;31
5798979;5963660;378;26489;114;72;26566;90;71;31979;105;72;30710;59;32641;52;32679;31
5798980;5963660;378;26489;114;72;26686;90;71;31979;105;72;30710;57;31801;50;31839;30
5798981;5963660;382;26761;115;73;26986;92;75;32251;111;76;30982;58;32189;51;32227;31
5798982;5963660;378;26490;116;73;27118;132;107;31082;126;107;31270;58;30253;51;28514;31
5798983;5963660;377;26364;116;73;27118;132;105;30956;123;105;31145;58;30193;50;28454;30
5798984;5963660;377;26357;119;75;26528;128;104;32406;123;105;31138;58;30185;50;28446;30
5798985;5963660;382;26722;119;75;26528;137;110;31314;130;110;31503;58;30077;50;28338;31
5798986;5963660;380;26584;122;77;27260;132;108;31176;128;108;31365;58;30343;50;28604;31
5798987;5963660;383;26840;122;77;27260;137;112;31432;133;112;31620;59;30802;52;29063;32
5798988;5963660;378;26434;117;74;26537;136;125;46492;142;116;41756;58;30037;51;28298;32
5800879;5963660;368;25756;109;69;25879;96;64;25776;106;93;27404;50;27237;44;27274;26
5800880;5963660;372;26035;110;69;26213;102;68;26054;110;97;27683;49;27512;43;27549;25
5800881;5963660;420;29430;110;69;26213;115;96;34886;130;97;33618;57;27140;50;27178;31
5800882;5963660;380;26577;123;78;29470;108;93;32925;122;94;31656;59;34314;51;34352;31
5800883;5963660;380;26613;116;73;26999;114;93;32961;128;94;31692;58;34091;51;34129;31
5800884;5963660;379;26534;114;72;26676;92;72;32048;105;73;30780;58;32100;50;32137;30
5800885;5963660;375;26270;114;72;26665;84;69;31821;105;70;30553;57;31803;50;31840;30
5800886;5963660;373;26122;114;72;26662;88;71;31965;105;72;30696;58;32094;50;32131;30
5800887;5963660;375;26243;115;73;26986;92;75;32238;105;76;30970;58;32178;50;32216;30
5800888;5963660;367;25701;115;73;25775;117;94;31750;119;95;30481;56;29369;49;27630;30
5800889;5963660;373;26104;115;73;25775;125;100;32154;121;101;30885;57;29958;50;28219;30
5800890;5963660;374;26180;116;73;25898;125;101;32230;123;102;30961;58;29871;50;28132;30
5800891;5963660;377;26391;118;75;26471;132;106;30984;126;105;31172;57;29748;50;28009;30
5800892;5963660;376;26328;119;75;26528;128;103;32378;123;104;31109;58;30222;50;28483;31
5800893;5963660;378;26490;119;75;26528;132;107;31082;126;107;31270;58;30763;50;29024;31
5800894;5963660;376;26343;117;74;26537;136;123;30581;137;120;42015;58;30043;51;28304;32
5800895;5963660;373;26103;116;73;26368;135;120;30341;133;114;30556;58;29943;51;28204;31
5802783;5963660;367;25658;108;68;25629;91;63;25677;104;92;27306;50;27234;44;27271;26
5802784;5963660;365;25539;108;68;25629;88;61;25558;104;90;27187;50;27204;44;27242;26
5802785;5963660;369;25818;110;69;26200;98;65;25837;106;94;27466;50;26710;44;26748;26
5802786;5963660;382;26714;110;69;26213;117;95;33062;128;96;31794;59;26892;51;26930;31
5802787;5963660;378;26477;110;69;26213;108;91;32825;122;92;31556;58;34125;51;34163;31
5802788;5963660;375;26279;116;73;27009;108;88;32627;117;89;31359;58;33878;51;33916;31
5802789;5963660;375;26280;116;73;27009;108;88;32628;117;89;31359;58;32341;51;32378;31
5802790;5963660;376;26348;116;73;27059;92;72;32070;105;73;30802;58;31863;51;31901;31
5802791;5963660;369;25850;112;71;26087;90;71;31428;105;72;30160;57;32137;50;32174;30
5802792;5963660;373;26086;112;71;26087;92;75;31664;105;76;30396;58;32439;51;32477;31
5802793;5963660;364;25472;115;73;25775;108;91;31522;113;92;30253;56;29310;49;27571;30
5802794;5963660;369;25808;115;73;25775;117;96;31857;119;97;30589;57;29596;50;27857;30
5802795;5963660;369;25808;116;73;25898;117;96;31858;119;97;30589;57;29596;50;27857;30
5802796;5963660;370;25922;118;75;26458;117;98;31972;119;99;30703;57;29793;50;28054;30
5802797;5963660;375;26283;119;75;26513;125;103;32333;123;104;31064;58;30113;50;28374;31
5802798;5963660;378;26458;117;74;26185;132;107;31050;126;106;31239;58;29856;51;28117;31
5802799;5963660;368;25786;114;72;25950;131;116;30024;126;109;30238;57;29357;50;27618;31
5802800;5963660;367;25707;115;73;26048;130;114;29945;124;108;30159;57;29524;50;27785;31
5802801;5963660;373;26075;116;73;26218;135;120;30313;132;113;30527;58;29883;50;28145;31
5804689;5963660;364;25492;109;69;25535;84;60;25512;98;81;26543;51;26925;45;26962;26
5804690;5963660;362;25321;108;68;25310;83;58;25341;101;87;26970;51;26916;44;26954;26
5804691;5963660;365;25522;112;71;25520;96;65;25865;104;92;25868;49;26900;43;26938;24
5804692;5963660;367;25714;114;72;25610;102;68;26058;106;95;26060;51;27339;45;27377;26
5804693;5963660;378;26478;114;72;25610;108;91;32826;122;92;31557;58;34189;51;34227;31
5804694;5963660;372;26039;116;74;27187;108;85;32387;117;86;31118;58;33795;51;33833;31
5804695;5963660;371;25965;116;74;27187;108;84;32313;115;85;31044;59;32428;51;32465;31
5804696;5963660;367;25689;111;71;25809;84;69;31293;105;70;30025;57;32877;50;32914;30
5804697;5963660;366;25620;112;71;25847;84;68;31199;105;69;29930;57;32473;50;32510;30
5804698;5963660;374;26148;113;72;26445;92;75;31727;111;76;30458;58;32540;51;32578;31
5804699;5963660;361;25250;114;72;25532;108;88;31300;110;89;30031;57;29027;49;27288;30
5804700;5963660;360;25209;113;72;25400;108;87;31258;110;88;29990;56;28967;49;27228;30
5804701;5963660;364;25459;115;73;25884;108;91;31508;113;92;30240;57;29356;50;27617;30
5804702;5963660;365;25522;114;72;25534;108;92;31572;113;93;30303;57;29174;50;27435;30
5804703;5963660;367;25672;117;74;26185;117;94;31722;119;95;30453;57;29349;50;27610;31
5804704;5963660;369;25820;117;74;26185;117;96;31870;119;97;30601;57;29748;50;28009;31
5804705;5963660;365;25542;117;74;26185;127;112;29780;121;106;29994;57;29171;50;27432;31
5804706;5963660;364;25502;114;72;25943;127;111;29741;121;105;29955;57;29460;50;27721;31
5804707;5963660;368;25777;116;73;26218;131;115;30015;126;109;30229;58;29973;50;28234;31
5806593;5963660;364;25507;109;69;25628;79;61;25526;95;74;26105;51;27022;45;27059;26
5806594;5963660;359;25137;107;68;25221;81;55;25157;98;80;26464;50;26675;44;26712;26
5806595;5963660;359;25104;106;67;25119;83;55;25123;101;84;26752;50;26557;43;26594;25
5806596;5963660;361;25288;112;71;25520;88;62;25632;101;88;25634;49;26283;43;26321;24
5806597;5963660;367;25663;114;72;25610;98;67;26007;106;94;26009;53;27193;46;27230;27
5806598;5963660;371;25974;112;71;25577;109;69;27167;111;98;26319;52;27425;45;27462;27
5806599;5963660;370;25876;112;71;25880;108;83;32223;115;84;30955;58;33546;50;33583;30
5806600;5963660;366;25648;112;71;25880;100;79;31996;111;80;30727;57;33403;50;33440;30
5806601;5963660;364;25449;111;71;25809;88;71;31406;105;72;30137;57;32798;50;32835;30
5806602;5963660;368;25731;112;71;26044;84;70;31335;105;71;30067;57;32611;50;32648;30
5806603;5963660;370;25880;112;71;26087;92;72;31484;105;73;30215;57;28972;50;27233;30
5806604;5963660;361;25246;113;71;25252;108;88;31296;110;89;30027;56;28909;49;27170;29
5806605;5963660;356;24933;113;71;25252;108;84;30982;108;85;29714;56;28772;49;27033;30
5806606;5963660;359;25120;114;72;25525;108;86;31170;110;87;29901;56;28833;49;27094;29
5806607;5963660;361;25303;114;72;25532;108;89;31352;111;90;30084;56;29195;49;27456;30
5806608;5963660;366;25623;115;73;25750;114;93;31673;119;94;30404;56;29540;49;27801;30
5806609;5963660;371;25944;117;74;26185;120;98;31993;119;99;30725;57;29720;50;27981;31
5806610;5963660;360;25187;112;71;25294;121;107;29425;120;101;29639;56;28907;49;27168;30
5806611;5963660;362;25346;112;71;25294;126;109;29585;120;103;29799;56;29312;49;27573;30
5806612;5963660;366;25593;114;72;25509;130;117;28998;122;107;30045;57;29463;50;27724;30
5806613;5963660;389;27209;119;75;27242;153;127;31581;138;116;32902;60;30761;52;29022;33
5808496;5963660;365;25564;109;69;25623;79;65;25872;84;66;28595;52;26952;45;26989;27
5808497;5963660;369;25834;110;70;25934;85;65;25853;97;79;26457;52;27400;46;27438;27
